name,position,b,t,class,school,division,state,hometown,stats_link
Logan Sheasgreen,1B,,,Freshman,Hartnell College,California CC,CA,"Miramichi, New Brunswick",
John Shields,IF/LHP,L,L,Freshman,University of Jamestown,NAIA,ND,"Calgary, Alberta",
Mike Short,INF,,,Freshman,Niagara County,JUCO: Division 3,NY,"Sackville, Nova Scotia",https://stats.njcaa.org/sports/bsb/2020-21/div3/players/mikeshort8imi?view=gamelog&pos=h
Josh Siemens,RHP/IF,L,R,Freshman,Whitworth University,NCAA: Division 3,WA,"Abbotsford, British Columbia","https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1454&stats_player_seq=2489442,https://stats.ncaa.org/player/index?id=15580&org_id=1454&stats_player_seq=2489442&year_stat_category_id=14841"
Anthony Silvera Jr.,1B,R,R,Freshman,Northeast,JUCO: Division 2,NE,"Toronto, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div2/players/anthonysilverajrb85k?view=gamelog&pos=h
Cleary Simpson,IF,L,R,Freshman,Colby,JUCO: Division 1,KS,"Red Deer, Alberta",https://www.njcaa.org/sports/bsb/2020-21/div1/players/clearysimpson5r34?view=gamelog&pos=h
Matt Simpson,C,,,Freshman,Northland College,NCAA: Division 3,WI,"Ladysmith, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1267&stats_player_seq=2502124
Joseph Sinclair,LHP,L,L,Freshman,Cochise,JUCO: Division 1,AZ,"Vancouver, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div1/players/josephsinclairxmvv?view=gamelog&pos=p
Ben Sitarenios,OF,,,Freshman,Salem University,NCAA: Division 2,WV,"Richmond Hills, Ontario","https://stats.ncaa.org/player/index?id=15580&org_id=19117&stats_player_seq=2508000&year_stat_category_id=14840,https://stats.ncaa.org/player/index?id=15580&org_id=19117&stats_player_seq=2508000&year_stat_category_id=14841"
Jesse Skelton,RHP,R,R,Freshman,Dakota,JUCO: Division 2,ND,"Hartney, Manitoba",https://www.njcaa.org/sports/bsb/2020-21/div2/players/jesseskeltonpmjf?view=gamelog&pos=p
Nathan Slobodian,RHP,R,R,Freshman,Minot State University,NCAA: Division 2,ND,"Porcupine Plain, Saskatchewan",https://stats.ncaa.org/player/index?id=15580&org_id=30125&stats_player_seq=2148923&year_stat_category_id=14841
Joben Smith,C,R,R,Freshman,Dakota,JUCO: Division 2,ND,"Boissevain, Manitoba",https://www.njcaa.org/sports/bsb/2020-21/div2/players/jobensmithhonr?view=gamelog&pos=h
Corbin Smith,OF/RHP,R,R,Freshman,Douglas,NW Athletic Conference,BC,"Surrey, British Columbia","https://nwacsports.com/sports/bsb/2020-21/players/corbinsmith4mv0?view=gamelog&pos=h,https://nwacsports.com/sports/bsb/2020-21/players/corbinsmith4mv0?view=gamelog&pos=p"
Dimitri Stamatopoulos,RHP,R,R,Freshman,Dodge City,JUCO: Division 1,KS,"Toronto, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div1/players/dimitristamatopoulos2ith?view=gamelog&pos=p
Grayden Stauffer,RHP,R,R,Freshman,"University of Tennessee, Martin",NCAA: Division 1,TN,"Oshawa, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=695&stats_player_seq=2469819&year_stat_category_id=14841
Jackson Stephen,OF/RHP,R,R,Freshman,Marshalltown,JUCO: Division 1,IA,"Cowichan Bay, British Columbia","https://www.njcaa.org/sports/bsb/2020-21/div1/players/jacksonstephenoix9?view=gamelog&pos=h,https://www.njcaa.org/sports/bsb/2020-21/div1/players/jacksonstephenoix9?view=gamelog&pos=p"
Benjamin Sterritt,OF,R,L,Freshman,Lakeland,JUCO: Division 2,OH,"Caledon East, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div2/players/benjaminsterritt32og?view=gamelog&pos=h
Adamo Stornello,C,L,R,Freshman,Crowder,JUCO: Division 1,MO,"Montreal, Quebec",https://www.njcaa.org/sports/bsb/2020-21/div1/players/adamostornellof7ud?view=gamelog&pos=h
Daniel Suarez,2B/SS,R,R,Freshman,Douglas,NW Athletic Conference,BC,"Vancouver, British Columbia",https://nwacsports.com/sports/bsb/2020-21/players/danielsuarezfkm1?view=gamelog&pos=h
Matthew Suarez,C/3B,R,R,Freshman,Douglas,NW Athletic Conference,BC,"Vancouver, British Columbia",https://nwacsports.com/sports/bsb/2020-21/players/matthewsuarezszo7?view=gamelog&pos=h
Joel Suraganan,IF,R,R,Freshman,Marshalltown,JUCO: Division 1,IA,"Pickering, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div1/players/joelsuraganan74u3?view=gamelog&pos=h
Noah Takacs,RHP,L,R,Freshman,Sacramento State University,NCAA: Division 1,CA,"Victoria, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=102&stats_player_seq=2483092&year_stat_category_id=14841
Patrick Tangen,RHP,R,R,Freshman,Lake Region State,JUCO: Division 2,ND,"Mission, British Columbia",https://stats.njcaa.org/sports/bsb/2020-21/div2/players/patricktangenj10v?view=gamelog&pos=p
Chris Tani,OF,,,Freshman,Niagara County,JUCO: Division 3,NY,"Oakville, Ontario",https://stats.njcaa.org/sports/bsb/2020-21/div3/players/christanicqak?view=gamelog&pos=h
Ryan Telenko,INF,L,R,Freshman,Indian Hills,JUCO: Division 1,IA,"Edmonton, Alberta",https://www.njcaa.org/sports/bsb/2020-21/div1/players/ryantelenkopq0z?view=gamelog&pos=h
Justin Thorsteinson,LHP,L,L,Freshman,Oregon State University,NCAA: Division 1,OR,"Langley, British Columbia",
Lukas Touma,RHP,R,R,Freshman,"University of South Carolina, Upstate",NCAA: Division 1,SC,"Whitby, Ontario",
Nick Tremblay,OF,L,R,Freshman,Crowder,JUCO: Division 1,MO,"Saint-Hilaire, Quebec",https://www.njcaa.org/sports/bsb/2020-21/div1/players/nicktremblaylh65?view=gamelog&pos=h
Matt Trulson,C,R,R,Freshman,Dakota,JUCO: Division 2,ND,"Maple Ridge, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div2/players/matttrulson4rbj
Cole Tucker,IF,L,R,Freshman,Erie,JUCO: Division 3,NY,"London, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div3/players/coletuckerwece?view=gamelog&pos=h
Chase Tucker,C,,,Freshman,Salem University,NCAA: Division 2,WV,"St. John's, Newfoundland",https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15580&org_id=19117&stats_player_seq=2525799
Kellan Tulio,LHP,L,L,Freshman,University of Louisville,NCAA: Division 1,KY,"Emmaus, Pennsylvania",https://stats.ncaa.org/player/index?id=15580&org_id=367&stats_player_seq=2347072&year_stat_category_id=14841
Stefan Turino,OF,R,L,Freshman,Three Rivers,JUCO: Division 1,MO,Toronto,https://www.njcaa.org/sports/bsb/2020-21/div1/players/stefanturino9iuh?view=gamelog&pos=h
Cesar Valero Sanchez,IF,R,R,Freshman,Oregon State University,NCAA: Division 1,OR,"Calgary, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=528&stats_player_seq=2301882
Mathieu Vallee,CF,L,R,Freshman,Northeastern Oklahoma A&M,JUCO: Division 1,OK,"Saint-Joseph-du-Lac, Quebec",https://www.njcaa.org/sports/bsb/2020-21/div1/players/mathieuvallee6ejc?view=gamelog&pos=h
Trent Verch,1B,,,Freshman,Onondaga,JUCO: Division 3,NY,"Ottawa, Ontario",
Alfonso Villalobos,IF,R,R,Freshman,Chipola,JUCO: Division 1,FL,Kirkland,https://stats.njcaa.org/sports/bsb/2020-21/div1/players/alfonsovillalobos39ch?view=gamelog&pos=h
Alex Vince,LHP,L,L,Freshman,Mineral Area,JUCO: Division 1,MO,"Toronto, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div1/players/alexvince6lna?view=gamelog&pos=p
John Vulcano,IF,R,R,Freshman,Colby,JUCO: Division 1,KS,"Cloverdale, British Columbia",https://stats.njcaa.org/sports/bsb/2020-21/div1/players/johnvulcanoled2?view=gamelog&pos=h
Parker Wakelyn,RHP,,,Freshman,Clarendon,JUCO: Division 1,TX,"Abbotsford, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div1/players/parkerwakelynxdy4?view=gamelog&pos=p
Josh Walker,OF,L,R,Freshman,Sacramento State University,NCAA: Division 1,CA,"Victoria, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=102&stats_player_seq=2304775
Dawson Walters,1B,R,R,Freshman,Eastern Oklahoma State,JUCO: Division 1,OK,"Toronto, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div1/players/dawsonwalters277d?view=gamelog&pos=h
Jonathan Walz,2B/RHP,R,R,Freshman,Douglas,NW Athletic Conference,BC,"Leduc, Alberta","https://nwacsports.com/sports/bsb/2020-21/players/jonathanwalzx8bt?view=gamelog&pos=h,https://nwacsports.com/sports/bsb/2020-21/players/jonathanwalzx8bt?view=gamelog&pos=p"
Matt Ward,C,R,R,Freshman,Niagara University,NCAA: Division 1,NY,"Mississauga, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=482&stats_player_seq=2303548
Michael Watson,RHP,R,R,Freshman,St. Lawrence University,NCAA: Division 3,NY,"Claremont, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=607&stats_player_seq=2512183&year_stat_category_id=14841
Cassidy Watt,C,,,Freshman,Lassen College,California CC,CA,"Coquitlam, British Columbia",https://www.cccaasports.org/sports/bsb/2020-21/players/cassidywattyzzy?view=gamelog&pos=h
Hayden Wesseling,RHP,R,R,Freshman,Monroe CC,JUCO: Division 2,NY,"Guelph, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div2/players/haydenwesselingklbm?view=gamelog&pos=p
Ty Wevers,C,,,Freshman,Cloud County,JUCO: Division 1,KS,"Lethbridge, Alberta",https://stats.njcaa.org/sports/bsb/2020-21/div1/players/tyweversih47?view=gamelog&pos=h
Evan Wilde,LHP/1B,,,Freshman,Cloud County,JUCO: Division 1,KS,"Airdrie, Alberta","https://www.njcaa.org/sports/bsb/2020-21/div1/players/evanwilder5fn?view=gamelog&pos=h,https://www.njcaa.org/sports/bsb/2020-21/div1/players/evanwilder5fn?view=gamelog&pos=p"
Rayce Wilkinson,SS/2B,R,R,Freshman,Douglas,NW Athletic Conference,BC,"Calgary, Alberta",https://nwacsports.com/sports/bsb/2020-21/players/raycewilkinson9x92?view=gamelog&pos=h
John Wilson,2B/SS,R,R,Freshman,Douglas,NW Athletic Conference,BC,"Delta, British Columbia",https://nwacsports.com/sports/bsb/2020-21/players/johnwilsonu3ji?view=gamelog&pos=h
Tyler Wilson,IF,R,R,Freshman,Erie,JUCO: Division 3,NY,"Mount Hope, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div3/players/tylerwilson2tyu?view=gamelog&pos=h
Colin Windle,RHP,R,R,Freshman,Hilbert College,NCAA: Division 3,NY,"Aurora, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=8398&stats_player_seq=2337857&year_stat_category_id=14841
Branden Woods,LHP,L,L,Freshman,University of British Columbia,NAIA,BC,"Red Deer, Alberta",
Mason Wright,C,L,R,Freshman,Erie,JUCO: Division 3,NY,"Courtice, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div3/players/masonwrightzmla?view=gamelog&pos=h
AJ Yamaguchi,RHP/1B,R,R,Freshman,Colby,JUCO: Division 1,KS,"Vancouver, British Columbia","https://stats.njcaa.org/sports/bsb/2020-21/div1/players/ajyamaguchi1ui3?view=gamelog&pos=h,https://stats.njcaa.org/sports/bsb/2020-21/div1/players/ajyamaguchi1ui3?view=gamelog&pos=p"
Hilo Yamamoto,IF,R,R,Freshman,University of British Columbia,NAIA,BC,"Whistler, British Columbia",
Russell Young,C,R,R,Freshman,Gonzaga University,NCAA: Division 1,WA,"Surrey, British Columbia",
Noah Zimmer,RHP,L,R,Freshman,Southwestern Assemblies of God Univ,NAIA,TX,"Chilliwack, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1778&plr=183225
Ben Abram,RHP,R,R,Sophomore,University of Oklahoma,NCAA: Division 1,OK,"Georgetown, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=522&stats_player_seq=2124609&year_stat_category_id=14841
Kayontae Alarcon,IF,L,R,Sophomore,Oakland City University,NAIA,IN,"Toronto, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=21380&plr=197545
Andrew Asselin,RHP,,,Sophomore,Shorter University,NCAA: Division 2,GA,Winnipeg Manitoba,
Jordan Babcock,INF,L,R,Sophomore,Judson University,NAIA,IL,"Markham, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1701&plr=179237
Braden Babcock,LHP,,,Sophomore,Southern Illinois University at Carbondale,NCAA: Division 1,IL,"Oshawa, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=659&stats_player_seq=2467330&year_stat_category_id=14841
Kimani Bailey,RHP,R,R,Sophomore,Grambling State University,NCAA: Division 1,LA,"Windsor, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=261&stats_player_seq=2500980&year_stat_category_id=14841
Ethan Balogh,1B/OF,L,R,Sophomore,Graceland University,NAIA,IA,"Calgary, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1680&plr=196528
Brett Bantle,OF,L,R,Sophomore,Dickinson State University,NAIA,ND,"Saskatoon, Saskatchewan",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1661&plr=199403
Carson Barker,1B,L,R,Sophomore,Genesee,JUCO: Division 3,NY,"Alliston, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div3/players/carsonbarker45wi?view=gamelog&pos=h
PJ Bellemare,C,R,R,Sophomore,Benedictine University,NCAA: Division 3,IL,Montreal,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=296&stats_player_seq=2365596
Brandon Billesberger,OF,L,R,Sophomore,Limestone University,NCAA: Division 2,SC,"Cochrane, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1174&stats_player_seq=2468231
Tyler Black,INF,,,Sophomore,Wright State University,NCAA: Division 1,OH,Toronto,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=810&stats_player_seq=2137737
Kyle Bloor,RHP,R,R,Sophomore,Colby,JUCO: Division 1,KS,"Lethbridge, Alberta",https://www.njcaa.org/sports/bsb/2020-21/div1/players/kylebloor63x5?view=gamelog&pos=p
Kyle Blunt,RHP,L,R,Sophomore,Erie,JUCO: Division 3,NY,"Watford, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div3/players/kylebluntl74e?view=gamelog&pos=p
Cody Bond,RHP,R,R,Sophomore,Three Rivers,JUCO: Division 1,MO,"Newmarket, Ontario",https://www.njcaa.org/sports/bsb/2019-20/div1/players/codybondvr86?view=gamelog&pos=p
Jacob Bonzon,IF,R,R,Sophomore,Roanoke College,NCAA: Division 3,VA,Toronto,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=578&stats_player_seq=2337485
Chris Bowles,RHP,R,R,Sophomore,Lourdes University,NAIA,OH,"Oakville, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=18711&plr=193853
Tanner Boyle,UTL,R,R,Sophomore,Williston State,JUCO: Division 2,ND,"Winnipeg, Manitoba",https://www.njcaa.org/sports/bsb/2020-21/div2/players/tannerboylesdn2?view=gamelog&pos=h
Jacob Brault,RHP,R,R,Sophomore,Pratt,JUCO: Division 1,KS,"Blainville, Quebec",https://www.njcaa.org/sports/bsb/2020-21/div1/players/jacobbraultkq37?view=gamelog&pos=p
Mike Brisson,INF,R,R,Sophomore,Niagara University,NCAA: Division 1,NY,"St. Albert, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=482&stats_player_seq=2303516
Graham Brunner,LHP,L,L,Sophomore,Barton,JUCO: Division 1,KS,"Sherwood Park, Alberta",https://www.njcaa.org/sports/bsb/2020-21/div1/players/grahambrunnere87b?view=gamelog&pos=p
Zach Cameron,RHP/3B,R,R,Sophomore,Niagara University,NCAA: Division 1,NY,"Hamilton, Ontario","https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=482&stats_player_seq=2303545,https://stats.ncaa.org/player/index?id=15580&org_id=482&stats_player_seq=2303545&year_stat_category_id=14841"
Shayne Campbell,C,R,R,Sophomore,Southeastern,JUCO: Division 2,IA,"Winnipeg, Manitboa",https://stats.njcaa.org/sports/bsb/2020-21/div2/players/shaynecampbellgsw6?view=gamelog&pos=h
Ryan Capuano,RHP,,,Sophomore,Marshall University,NCAA: Division 1,WV,"Toronto, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=388&stats_player_seq=2137196&year_stat_category_id=14841
Kaiden Cardoso,1B/3B,,,Sophomore,Minot State University,NCAA: Division 2,ND,"Abbotsford, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30125&stats_player_seq=2346746
Daniel Carinci,INF,R,R,Sophomore,Kansas State University,NCAA: Division 1,KS,"Ajax, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=327&stats_player_seq=2120883
Connor Carr-Mathews,LHP,R,L,Sophomore,Cayuga,JUCO: Division 3,NY,"Missaissauga, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div3/players/connorcarrmathewshtdh?view=gamelog&pos=p
Jake Carroll,C,R,R,Sophomore,Pratt,JUCO: Division 1,KS,"Rawdon, Quebec",https://www.njcaa.org/sports/bsb/2020-21/div1/players/jakecarrollafom?view=gamelog&pos=h
Kyler Charchun,OF,L,L,Sophomore,Southwest Baptist University,NCAA: Division 2,MO,"Camrose, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=2755&stats_player_seq=2495965
Evan Chenier,RHP,R,R,Sophomore,Virginia Commonwealth University,NCAA: Division 1,VA,"Georgetown, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=740&stats_player_seq=2140551&year_stat_category_id=14841
Fynn Chester,RHP,R,R,Sophomore,Salt Lake,JUCO: Division 1,UT,"Victoria, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div1/players/fynnchesteriyxa?view=gamelog&pos=p
Michael Clapperton,INF,,,Sophomore,"University of Texas, Permian Basin",NCAA: Division 2,TX,"Calgary, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30088&stats_player_seq=2319039
Brandon Clarke,RHP,R,R,Sophomore,Indiana University Kokomo,NAIA,IN,"Newmarket, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=21006&plr=198601
Joel Connors,C/RHP,L,R,Sophomore,Lakeland,JUCO: Division 2,OH,"Brampton, Ontario","https://www.njcaa.org/sports/bsb/2020-21/div2/players/joelconnors9njm?view=gamelog&pos=h,https://www.njcaa.org/sports/bsb/2020-21/div2/players/joelconnors9njm?view=gamelog&pos=p"
Christian Coombes,LHP,L,L,Sophomore,Saint Peter's University,NCAA: Division 1,NJ,Ontario,https://stats.ncaa.org/player/index?id=15580&org_id=617&stats_player_seq=2344891&year_stat_category_id=14841
Brett Corbeth,C,R,R,Sophomore,University of British Columbia,NAIA,BC,"London, Ontario",
Kyle D'Angela,LHP,L,L,Sophomore,Bethany College,NAIA,KS,"Thorold, Ontario",
Brandon Deans,RHP,L,R,Sophomore,Oakland University,NCAA: Division 1,MI,"Mississauga, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=514&stats_player_seq=2318983&year_stat_category_id=14841
Tate Dearing,RHP/1B,L,R,Sophomore,Douglas,NW Athletic Conference,BC,"Surrey, British Columbia","https://nwacsports.com/sports/bsb/2020-21/players/tatedearinghzg2?view=gamelog&pos=h,https://nwacsports.com/sports/bsb/2020-21/players/tatedearinghzg2?view=gamelog&pos=p"
Cameron Deasy,RHP,R,R,Sophomore,Minot State University,NCAA: Division 2,ND,"Brampton, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=30125&stats_player_seq=2148860&year_stat_category_id=14841
Bailey Dempsey,2B/SS,,,Sophomore,Jefferson (NY),JUCO: Division 3,NY,"Halifax, Nova Scotia",https://stats.njcaa.org/sports/bsb/2020-21/div3/players/baileydempseyv99j?view=gamelog&pos=h
Hunter Dent,C,L,R,Sophomore,Mount Vernon Nazarene University,NAIA,OH,Ontario,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1736&plr=169809
Owen Diodati,OF,L,R,Sophomore,University of Alabama,NCAA: Division 1,AL,"Niagara Falls, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=8&stats_player_seq=2303234
Ryan Dos Santos,UTL,L,R,Sophomore,Southwestern Oklahoma State University,NCAA: Division 2,OK,"Missasagua, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=8744&stats_player_seq=2474706
Thomas Drouin,OF,L,R,Sophomore,Baruch College,NCAA: Division 3,NY,Quebec City,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=58&stats_player_seq=2354491
Sebastien Dubois,IF,R,R,Sophomore,St. Norbert College,NCAA: Division 3,WI,"Ottawa, Ontario",https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15580&org_id=614&stats_player_seq=2336507
Cameron Dunn,RHP,R,R,Sophomore,Douglas,NW Athletic Conference,BC,"North Delta, British Columbia",https://nwacsports.com/sports/bsb/2020-21/players/camerondunnposm?view=gamelog&pos=p
Declan Dutton,RHP,,,Sophomore,Yavapai,JUCO: Division 1,AZ,"Vancouver, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div1/players/declandutton4clf?view=gamelog&pos=p
Jared Eifler,RHP,R,R,Sophomore,Douglas,NW Athletic Conference,BC,"Calgary, Alberta",https://nwacsports.com/sports/bsb/2020-21/players/jaredeiflerzlle?view=gamelog&pos=p
Ty Enns,INF,L,R,Sophomore,Marian University,NCAA: Division 3,WI,"Cartwright, Manitoba",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1196&stats_player_seq=2351130
Jacob Ervin,OF,R,R,Sophomore,Northeastern Oklahoma A&M,JUCO: Division 1,OK,"Mississauga, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div1/players/jacobervinfzr3?view=gamelog&pos=h
Dirk Eymundson,C,R,R,Sophomore,University of Jamestown,NAIA,ND,"Parkland County, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1699&plr=169322
Matt Fabian,IF,R,R,Sophomore,Ithaca College,NCAA: Division 3,NY,"Toronto, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=313&stats_player_seq=2306102
Kaito Farquharson,P,,,Sophomore,Mayville State University,NAIA,ND,"Saltcoats, Saskatchewan",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1720&plr=199977
Mike Fitzsimmons,IF,R,R,Sophomore,University of British Columbia,NAIA,BC,"Chilliwack, British Columbia",
Samuel Fortier,OF,R,R,Sophomore,Indian Hills,JUCO: Division 1,IA,Quebec,https://www.njcaa.org/sports/bsb/2020-21/div1/players/samuelfortierui8u?view=gamelog&pos=h
Ethan Francis,RHP,L,R,Sophomore,Northwestern State University,NCAA: Division 1,LA,"Miscouche, Prince Edward Island",https://stats.ncaa.org/player/index?id=15580&org_id=508&stats_player_seq=2480107&year_stat_category_id=14841
Zach Gagnon,RHP,,,Sophomore,Tarleton State University,NCAA: Division 1,TX,"Sainte-Julie, Québec",https://stats.ncaa.org/player/index?id=15580&org_id=1395&stats_player_seq=2473664&year_stat_category_id=14841
Nolan Gallo,OF,,,Sophomore,Niagara County,JUCO: Division 3,NY,"Hamilton, Ontario",https://stats.njcaa.org/sports/bsb/2020-21/div3/players/nolangalloqd5c?view=gamelog&pos=h
Noah Geekie,OF/LHP,R,L,Sophomore,Emporia State University,NCAA: Division 2,KS,"Strathclair, Manitoba",
Louis Gendron,C/UTL,L,R,Sophomore,The College of Saint Rose,NCAA: Division 2,NY,"Levis, Quebec",
Daniel Gernon,OF,R,R,Sophomore,Lower Columbia,NW Athletic Conference,WA,"Surrey, British Columbia",
Zach Gervais,OF,R,R,Sophomore,Douglas,NW Athletic Conference,BC,"Peers, Alberta",
Harley Gollert,LHP,R,L,Sophomore,Austin Peay State University,NCAA: Division 1,TN,"Toronto, Ontario",
Nick Graham,RHP,,,Sophomore,Clarendon,JUCO: Division 1,TX,"Abbotsford, British Columbia",
Brett Graham,C/INF,,,Sophomore,Salem University,NCAA: Division 2,WV,"Burlington, Ontario",
Thomas Green,IF,R,R,Sophomore,Cuesta College,California CC,CA,"Courtenay, British Columbia",
Connor Green,RHP,R,R,Sophomore,Minot State University,NCAA: Division 2,ND,"Portage La Prairie, Manitoba",
Jaden Griffin,LHP,L,L,Sophomore,Virginia Commonwealth University,NCAA: Division 1,VA,"Lower Sackville, Nova Scotia",
Thomas Grilli,C/IF,R,R,Sophomore,University of British Columbia,NAIA,BC,"Mississauga, Ontario",
Tevin Hall,LHP,L,L,Sophomore,Utah Valley University,NCAA: Division 1,UT,"Magrath, Alberta",
Ethan Hammond,OF,,,Sophomore,Trinidad State,JUCO: Division 1,CO,"Oakville, Ontario",
Evan Harrison,RHP,R,R,Sophomore,Gannon University,NCAA: Division 2,PA,"Mississauga, Ontario",
Griffin Hassall,RHP,R,R,Sophomore,Kansas State University,NCAA: Division 1,KS,"Newmarket, Ontario",
Garrett Hawkins,RHP,R,R,Sophomore,University of British Columbia,NAIA,BC,"Biggar, Saskatchewan",
Mitchell Haywood,C,L,R,Sophomore,CCBC Essex,JUCO: Division 2,MD,"Pickering, Ontario",
Reece Helland,RHP,,,Sophomore,Monterey Peninsula College,California CC,CA,"Moose Jaw, Saskatchewan",
Carson Heroux,LHP,L,L,Sophomore,Lake Region State,JUCO: Division 2,ND,"Thunder Bay, Ontario",
Connor Hicks,C,R,R,Sophomore,Mineral Area,JUCO: Division 1,MO,"Toronto, Ontario",
Adam Hill,RHP,R,R,Sophomore,Jefferson (MO),JUCO: Division 1,MO,"Toronto, Ontario",
Jackson Hogg,OF,R,R,Sophomore,Marian University,NAIA,IN,"Surrey, British Columbia",
Nathan Holmes,RHP,R,R,Sophomore,University of Texas at Tyler,NCAA: Division 2,TX,"Mississauga, Ontario",
Tim Holyk,IF,R,R,Sophomore,Miles,JUCO: Division 2,MT,"Nanaimo, British Columbia",
Steven Hospital,RHP,R,R,Sophomore,Niagara University,NCAA: Division 1,NY,"Oakville, Ontario",
Brandon Hupe,OF,R,R,Sophomore,University of British Columbia,NAIA,BC,"Vancouver, British Columbia",
Adam Inouye,SS,R,R,Sophomore,Academy of Art University,NCAA: Division 2,CA,"Vancouver, British Colombia",
Cole Jackson,C,R,R,Sophomore,Southwest Baptist University,NCAA: Division 2,MO,"Thorsby, Alberta",
Hunter James,IF,L,R,Sophomore,University of Northwestern Ohio,NAIA,OH,"Stratford, Ontario",
Tylor Jans,RHP,,,Sophomore,University of Louisiana at Monroe,NCAA: Division 1,LA,"Edmonton, Alberta",
